product_id,product_name,category,sub_category,ProductKey,
TEC-BRO-10001938,"Brother Wireless Fax, High-Speed",Technology,Copiers,8924,
TEC-BRO-10002103,"Brother Ink, Color",Technology,Copiers,8925,
TEC-BRO-10002345,"Brother Ink, Digital",Technology,Copiers,8926,
TEC-BRO-10002579,"Brother Copy Machine, Laser",Technology,Copiers,8927,
TEC-BRO-10003380,"Brother Copy Machine, Color",Technology,Copiers,8928,
TEC-BRO-10003401,"Brother Fax and Copier, High-Speed",Technology,Copiers,8929,
TEC-BRO-10003555,"Brother Ink, High-Speed",Technology,Copiers,8930,
TEC-BRO-10003876,"Brother Fax Machine, Laser",Technology,Copiers,8931,
TEC-BRO-10003986,"Brother Personal Copier, Color",Technology,Copiers,8932,
TEC-BRO-10004178,"Brother Wireless Fax, Laser",Technology,Copiers,8933,
TEC-BRO-10004184,"Brother Wireless Fax, Color",Technology,Copiers,8934,
TEC-BRO-10004328,"Brother Fax Machine, Color",Technology,Copiers,8935,
TEC-BRO-10004802,"Brother Fax Machine, High-Speed",Technology,Copiers,8936,
TEC-CAN-10000030,"Canon Fax Machine, Laser",Technology,Copiers,8937,
TEC-CAN-10000932,"Canon Fax Machine, Color",Technology,Copiers,8938,
TEC-CAN-10001256,"Canon Wireless Fax, High-Speed",Technology,Copiers,8939,
TEC-CAN-10001376,"Canon Fax and Copier, High-Speed",Technology,Copiers,8940,
TEC-CAN-10001378,"Canon Personal Copier, High-Speed",Technology,Copiers,8941,
TEC-CAN-10001437,"Canon Wireless Fax, Laser",Technology,Copiers,8942,
TEC-CAN-10001571,"Canon Personal Copier, Laser",Technology,Copiers,8943,
TEC-CAN-10001789,"Canon Copy Machine, Digital",Technology,Copiers,8944,
TEC-CAN-10001853,"Canon Fax Machine, High-Speed",Technology,Copiers,8945,
TEC-CAN-10001981,"Canon Ink, High-Speed",Technology,Copiers,8946,
TEC-CAN-10002337,"Canon Ink, Color",Technology,Copiers,8947,
TEC-CAN-10002363,"Canon Fax Machine, Digital",Technology,Copiers,8948,
TEC-CAN-10002802,"Canon Personal Copier, Digital",Technology,Copiers,8949,
TEC-CAN-10002843,"Canon Ink, Digital",Technology,Copiers,8950,
TEC-CAN-10002879,"Canon Copy Machine, High-Speed",Technology,Copiers,8951,
TEC-CAN-10003392,"Canon Copy Machine, Color",Technology,Copiers,8952,
TEC-CAN-10004166,"Canon Personal Copier, Color",Technology,Copiers,8953,
TEC-CAN-10004214,"Canon Fax and Copier, Color",Technology,Copiers,8954,
TEC-CAN-10004291,"Canon Wireless Fax, Digital",Technology,Copiers,8955,
TEC-CAN-10004354,"Canon Ink, Laser",Technology,Copiers,8956,
TEC-CAN-10004556,"Canon Fax and Copier, Laser",Technology,Copiers,8957,
TEC-CAN-10004697,"Canon Fax and Copier, Digital",Technology,Copiers,8958,
TEC-CAN-10004839,"Canon Wireless Fax, Color",Technology,Copiers,8959,
TEC-CAN-10004913,"Canon Copy Machine, Laser",Technology,Copiers,8960,
TEC-CO-10000011,"HP Personal Copier, High-Speed",Technology,Copiers,8985,
TEC-CO-10000013,"Brother Fax Machine, Laser",Technology,Copiers,8986,
TEC-CO-10000043,"Brother Fax Machine, Laser",Technology,Copiers,8987,
TEC-CO-10000051,"Sharp Wireless Fax, Color",Technology,Copiers,8988,
TEC-CO-10000070,"Hewlett Copy Machine, High-Speed",Technology,Copiers,8989,
TEC-CO-10000082,"Canon Fax and Copier, Digital",Technology,Copiers,8990,
TEC-CO-10000119,"HP Fax Machine, Color",Technology,Copiers,8991,
TEC-CO-10000129,"Brother Fax and Copier, Color",Technology,Copiers,8992,
TEC-CO-10000135,"HP Wireless Fax, High-Speed",Technology,Copiers,8993,
TEC-CO-10000137,"Canon Wireless Fax, Color",Technology,Copiers,8994,
TEC-CO-10000172,"Hewlett Ink, Digital",Technology,Copiers,8995,
TEC-CO-10000178,"Hewlett Ink, Laser",Technology,Copiers,8996,
TEC-CO-10000208,"Brother Wireless Fax, Color",Technology,Copiers,8997,
TEC-CO-10000222,"Sharp Fax and Copier, Color",Technology,Copiers,8998,
TEC-CO-10000228,"Hewlett Personal Copier, Laser",Technology,Copiers,8999,
TEC-CO-10000243,"Canon Fax and Copier, Digital",Technology,Copiers,9000,
TEC-CO-10000259,"Hewlett Ink, Color",Technology,Copiers,9001,
TEC-CO-10000262,"Brother Ink, Laser",Technology,Copiers,9002,
TEC-CO-10000263,"Hewlett Fax Machine, Digital",Technology,Copiers,9003,
TEC-CO-10000266,"Canon Copy Machine, Color",Technology,Copiers,9004,
TEC-CO-10000269,"HP Ink, Laser",Technology,Copiers,9005,
TEC-CO-10000270,"Hewlett Fax Machine, High-Speed",Technology,Copiers,9006,
TEC-CO-10000279,"Hewlett Personal Copier, High-Speed",Technology,Copiers,9007,
TEC-CO-10000296,"Canon Fax and Copier, Digital",Technology,Copiers,9008,
TEC-CO-10000338,"Hewlett Fax and Copier, High-Speed",Technology,Copiers,9009,
TEC-CO-10000344,"Hewlett Copy Machine, Color",Technology,Copiers,9010,
TEC-CO-10000372,"Brother Ink, High-Speed",Technology,Copiers,9011,
TEC-CO-10000387,"Hewlett Fax Machine, Color",Technology,Copiers,9012,
TEC-CO-10000388,"Canon Fax Machine, Color",Technology,Copiers,9013,
TEC-CO-10000395,"Hewlett Fax Machine, Laser",Technology,Copiers,9014,
TEC-CO-10000405,"Canon Fax Machine, Digital",Technology,Copiers,9015,
TEC-CO-10000407,"HP Copy Machine, Color",Technology,Copiers,9016,
TEC-CO-10000415,"Brother Ink, Color",Technology,Copiers,9017,
TEC-CO-10000422,"Brother Personal Copier, Digital",Technology,Copiers,9018,
TEC-CO-10000427,"HP Fax Machine, Color",Technology,Copiers,9019,
TEC-CO-10000447,"Canon Wireless Fax, Color",Technology,Copiers,9020,
TEC-CO-10000452,"HP Copy Machine, Laser",Technology,Copiers,9021,
TEC-CO-10000500,"Canon Fax and Copier, High-Speed",Technology,Copiers,9022,
TEC-CO-10000534,"Sharp Copy Machine, Color",Technology,Copiers,9023,
TEC-CO-10000556,"HP Wireless Fax, Laser",Technology,Copiers,9024,
TEC-CO-10000560,"Hewlett Ink, High-Speed",Technology,Copiers,9025,
TEC-CO-10000562,"HP Wireless Fax, Digital",Technology,Copiers,9026,
TEC-CO-10000565,"Canon Fax and Copier, Color",Technology,Copiers,9027,
TEC-CO-10000594,"Hewlett Fax and Copier, Laser",Technology,Copiers,9028,
TEC-CO-10000601,"Brother Ink, Laser",Technology,Copiers,9029,
TEC-CO-10000620,"Brother Wireless Fax, Digital",Technology,Copiers,9030,
TEC-CO-10000660,"Hewlett Copy Machine, Color",Technology,Copiers,9031,
TEC-CO-10000660,"Brother Fax and Copier, Laser",Technology,Copiers,9032,
TEC-CO-10000663,"HP Fax Machine, High-Speed",Technology,Copiers,9033,
TEC-CO-10000666,"Hewlett Copy Machine, Laser",Technology,Copiers,9034,
TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",Technology,Copiers,9035,
TEC-CO-10000764,"Brother Fax Machine, Color",Technology,Copiers,9036,
TEC-CO-10000771,"Canon Wireless Fax, Laser",Technology,Copiers,9037,
TEC-CO-10000775,"Sharp Fax and Copier, Laser",Technology,Copiers,9038,
TEC-CO-10000777,"Brother Personal Copier, Laser",Technology,Copiers,9039,
TEC-CO-10000778,"Sharp Fax and Copier, Color",Technology,Copiers,9040,
TEC-CO-10000786,"Canon Fax Machine, Color",Technology,Copiers,9041,
TEC-CO-10000791,"Sharp Personal Copier, Laser",Technology,Copiers,9042,
TEC-CO-10000794,"Hewlett Wireless Fax, High-Speed",Technology,Copiers,9043,
TEC-CO-10000821,"Canon Ink, High-Speed",Technology,Copiers,9044,
TEC-CO-10000825,"Brother Ink, Color",Technology,Copiers,9045,
TEC-CO-10000847,"Canon Personal Copier, Laser",Technology,Copiers,9046,
TEC-CO-10000854,"Canon Personal Copier, Color",Technology,Copiers,9047,
TEC-CO-10000865,"Brother Fax Machine, High-Speed",Technology,Copiers,9048,
TEC-CO-10000887,"Hewlett Copy Machine, High-Speed",Technology,Copiers,9049,
TEC-CO-10000915,"Hewlett Ink, High-Speed",Technology,Copiers,9050,
TEC-CO-10000917,"Hewlett Copy Machine, Color",Technology,Copiers,9051,
TEC-CO-10000953,"HP Wireless Fax, Laser",Technology,Copiers,9052,
TEC-CO-10000956,"Sharp Copy Machine, Laser",Technology,Copiers,9053,
TEC-CO-10000961,"Canon Copy Machine, Color",Technology,Copiers,9054,
TEC-CO-10000967,"HP Fax Machine, Laser",Technology,Copiers,9055,
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,9056,
TEC-CO-10000972,"Sharp Fax and Copier, Digital",Technology,Copiers,9057,
TEC-CO-10001001,"HP Fax Machine, Digital",Technology,Copiers,9058,
TEC-CO-10001008,"Canon Fax and Copier, Laser",Technology,Copiers,9059,
TEC-CO-10001037,"Hewlett Personal Copier, High-Speed",Technology,Copiers,9060,
TEC-CO-10001040,"Canon Personal Copier, Laser",Technology,Copiers,9061,
TEC-CO-10001042,"Sharp Fax and Copier, High-Speed",Technology,Copiers,9062,
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,9063,
TEC-CO-10001087,"Hewlett Ink, Laser",Technology,Copiers,9064,
TEC-CO-10001093,"HP Personal Copier, Digital",Technology,Copiers,9065,
TEC-CO-10001142,"Brother Ink, Digital",Technology,Copiers,9066,
TEC-CO-10001145,"Canon Personal Copier, Digital",Technology,Copiers,9067,
TEC-CO-10001157,"Hewlett Personal Copier, Color",Technology,Copiers,9068,
TEC-CO-10001162,"Canon Wireless Fax, Laser",Technology,Copiers,9069,
TEC-CO-10001162,"HP Fax and Copier, Color",Technology,Copiers,9070,
TEC-CO-10001166,"HP Personal Copier, Digital",Technology,Copiers,9071,
TEC-CO-10001177,"HP Fax and Copier, Color",Technology,Copiers,9072,
TEC-CO-10001191,"Sharp Wireless Fax, High-Speed",Technology,Copiers,9073,
TEC-CO-10001192,"HP Personal Copier, Digital",Technology,Copiers,9074,
TEC-CO-10001196,"Brother Fax Machine, Color",Technology,Copiers,9075,
TEC-CO-10001204,"Canon Fax Machine, High-Speed",Technology,Copiers,9076,
TEC-CO-10001204,"Sharp Copy Machine, Color",Technology,Copiers,9077,
TEC-CO-10001221,"Brother Fax and Copier, Laser",Technology,Copiers,9078,
TEC-CO-10001222,"Sharp Fax Machine, Laser",Technology,Copiers,9079,
TEC-CO-10001234,"Canon Fax Machine, Digital",Technology,Copiers,9080,
TEC-CO-10001264,"Canon Ink, Color",Technology,Copiers,9081,
TEC-CO-10001271,"Sharp Personal Copier, Color",Technology,Copiers,9082,
TEC-CO-10001275,"Brother Fax and Copier, Digital",Technology,Copiers,9083,
TEC-CO-10001301,"Sharp Copy Machine, Laser",Technology,Copiers,9084,
TEC-CO-10001309,"Hewlett Wireless Fax, Laser",Technology,Copiers,9085,
TEC-CO-10001317,"Sharp Fax Machine, Digital",Technology,Copiers,9086,
TEC-CO-10001342,"HP Wireless Fax, Digital",Technology,Copiers,9087,
TEC-CO-10001343,"Canon Fax Machine, Digital",Technology,Copiers,9088,
TEC-CO-10001352,"HP Ink, Digital",Technology,Copiers,9089,
TEC-CO-10001371,"Sharp Fax and Copier, Laser",Technology,Copiers,9090,
TEC-CO-10001375,"Brother Copy Machine, Color",Technology,Copiers,9091,
TEC-CO-10001382,"HP Personal Copier, Laser",Technology,Copiers,9092,
TEC-CO-10001391,"Sharp Ink, Color",Technology,Copiers,9093,
TEC-CO-10001407,"Canon Ink, Digital",Technology,Copiers,9094,
TEC-CO-10001410,"Canon Personal Copier, High-Speed",Technology,Copiers,9095,
TEC-CO-10001413,"Hewlett Wireless Fax, High-Speed",Technology,Copiers,9096,
TEC-CO-10001419,"Hewlett Copy Machine, Color",Technology,Copiers,9097,
TEC-CO-10001425,"HP Personal Copier, Color",Technology,Copiers,9098,
TEC-CO-10001445,"Brother Personal Copier, High-Speed",Technology,Copiers,9099,
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,9100,
TEC-CO-10001450,"Canon Personal Copier, High-Speed",Technology,Copiers,9101,
TEC-CO-10001468,"Brother Fax Machine, Digital",Technology,Copiers,9102,
TEC-CO-10001472,"Sharp Copy Machine, Laser",Technology,Copiers,9103,
TEC-CO-10001482,"Sharp Ink, High-Speed",Technology,Copiers,9104,
TEC-CO-10001487,"Canon Ink, Digital",Technology,Copiers,9105,
TEC-CO-10001501,"Canon Fax and Copier, Laser",Technology,Copiers,9106,
TEC-CO-10001523,"HP Copy Machine, High-Speed",Technology,Copiers,9107,
TEC-CO-10001531,"Hewlett Fax and Copier, Color",Technology,Copiers,9108,
TEC-CO-10001560,"Hewlett Ink, Color",Technology,Copiers,9109,
TEC-CO-10001567,"Brother Copy Machine, Laser",Technology,Copiers,9110,
TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology,Copiers,9111,
TEC-CO-10001580,"HP Ink, Digital",Technology,Copiers,9112,
TEC-CO-10001589,"Hewlett Wireless Fax, Digital",Technology,Copiers,9113,
TEC-CO-10001595,"Brother Copy Machine, Color",Technology,Copiers,9114,
TEC-CO-10001596,"Brother Wireless Fax, Color",Technology,Copiers,9115,
TEC-CO-10001626,"Brother Copy Machine, Color",Technology,Copiers,9116,
TEC-CO-10001628,"Sharp Personal Copier, Digital",Technology,Copiers,9117,
TEC-CO-10001629,"Sharp Copy Machine, Color",Technology,Copiers,9118,
TEC-CO-10001630,"Canon Personal Copier, Digital",Technology,Copiers,9119,
TEC-CO-10001633,"Sharp Fax Machine, High-Speed",Technology,Copiers,9120,
TEC-CO-10001654,"Hewlett Wireless Fax, Digital",Technology,Copiers,9121,
TEC-CO-10001674,"Sharp Personal Copier, Color",Technology,Copiers,9122,
TEC-CO-10001678,"Brother Fax Machine, Digital",Technology,Copiers,9123,
TEC-CO-10001703,"Brother Fax and Copier, High-Speed",Technology,Copiers,9124,
TEC-CO-10001703,"Brother Copy Machine, Laser",Technology,Copiers,9125,
TEC-CO-10001725,"Canon Ink, High-Speed",Technology,Copiers,9126,
TEC-CO-10001726,"HP Fax and Copier, High-Speed",Technology,Copiers,9127,
TEC-CO-10001741,"Brother Copy Machine, Color",Technology,Copiers,9128,
TEC-CO-10001742,"Sharp Copy Machine, Color",Technology,Copiers,9129,
TEC-CO-10001756,"Canon Personal Copier, Color",Technology,Copiers,9130,
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,9131,
TEC-CO-10001766,"Canon Fax Machine, Digital",Technology,Copiers,9132,
TEC-CO-10001775,"Sharp Wireless Fax, Laser",Technology,Copiers,9133,
TEC-CO-10001787,"HP Fax and Copier, Laser",Technology,Copiers,9134,
TEC-CO-10001795,"Sharp Personal Copier, High-Speed",Technology,Copiers,9135,
TEC-CO-10001818,"Brother Ink, Digital",Technology,Copiers,9136,
TEC-CO-10001818,"Sharp Wireless Fax, Digital",Technology,Copiers,9137,
TEC-CO-10001824,"Sharp Personal Copier, Color",Technology,Copiers,9138,
TEC-CO-10001831,"Sharp Personal Copier, Laser",Technology,Copiers,9139,
TEC-CO-10001831,"Sharp Wireless Fax, High-Speed",Technology,Copiers,9140,
TEC-CO-10001839,"Hewlett Fax and Copier, Laser",Technology,Copiers,9141,
TEC-CO-10001846,"Hewlett Fax and Copier, Digital",Technology,Copiers,9142,
TEC-CO-10001864,"Brother Ink, High-Speed",Technology,Copiers,9143,
TEC-CO-10001869,"Brother Fax and Copier, High-Speed",Technology,Copiers,9144,
TEC-CO-10001893,"HP Wireless Fax, Color",Technology,Copiers,9145,
TEC-CO-10001894,"Sharp Copy Machine, High-Speed",Technology,Copiers,9146,
TEC-CO-10001895,"Sharp Wireless Fax, Color",Technology,Copiers,9147,
TEC-CO-10001919,"Brother Fax Machine, Color",Technology,Copiers,9148,
TEC-CO-10001926,"Hewlett Wireless Fax, Laser",Technology,Copiers,9149,
TEC-CO-10001933,"HP Fax Machine, High-Speed",Technology,Copiers,9150,
TEC-CO-10001937,"Brother Fax and Copier, High-Speed",Technology,Copiers,9151,
TEC-CO-10001943,Canon PC-428 Personal Copier,Technology,Copiers,9152,
TEC-CO-10001952,"Hewlett Personal Copier, Digital",Technology,Copiers,9153,
TEC-CO-10001954,"Brother Wireless Fax, Laser",Technology,Copiers,9154,
TEC-CO-10001968,"Sharp Ink, High-Speed",Technology,Copiers,9155,
TEC-CO-10001968,"Canon Personal Copier, Color",Technology,Copiers,9156,
TEC-CO-10001978,"Hewlett Fax and Copier, High-Speed",Technology,Copiers,9157,
TEC-CO-10002009,"Brother Wireless Fax, High-Speed",Technology,Copiers,9158,
TEC-CO-10002035,"Canon Wireless Fax, High-Speed",Technology,Copiers,9159,
TEC-CO-10002040,"Brother Fax Machine, Digital",Technology,Copiers,9160,
TEC-CO-10002040,"Hewlett Fax and Copier, High-Speed",Technology,Copiers,9161,
TEC-CO-10002043,"Canon Wireless Fax, Digital",Technology,Copiers,9162,
TEC-CO-10002055,"Hewlett Ink, Digital",Technology,Copiers,9163,
TEC-CO-10002057,"Sharp Copy Machine, Color",Technology,Copiers,9164,
TEC-CO-10002062,"Brother Personal Copier, Digital",Technology,Copiers,9165,
TEC-CO-10002063,"Sharp Fax Machine, Color",Technology,Copiers,9166,
TEC-CO-10002065,"HP Fax Machine, High-Speed",Technology,Copiers,9167,
TEC-CO-10002065,"Hewlett Copy Machine, Laser",Technology,Copiers,9168,
TEC-CO-10002083,"HP Fax and Copier, High-Speed",Technology,Copiers,9169,
TEC-CO-10002089,"Brother Personal Copier, Laser",Technology,Copiers,9170,
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,9171,
TEC-CO-10002108,"Brother Personal Copier, Color",Technology,Copiers,9172,
TEC-CO-10002110,"Brother Personal Copier, Color",Technology,Copiers,9173,
TEC-CO-10002113,"Canon Ink, Digital",Technology,Copiers,9174,
TEC-CO-10002119,"Sharp Fax Machine, Digital",Technology,Copiers,9175,
TEC-CO-10002122,"Hewlett Fax Machine, Digital",Technology,Copiers,9176,
TEC-CO-10002150,"Canon Fax and Copier, Digital",Technology,Copiers,9177,
TEC-CO-10002157,"Canon Fax Machine, Laser",Technology,Copiers,9178,
TEC-CO-10002174,"HP Copy Machine, Laser",Technology,Copiers,9179,
TEC-CO-10002197,"Hewlett Fax and Copier, High-Speed",Technology,Copiers,9180,
TEC-CO-10002201,"Sharp Ink, Color",Technology,Copiers,9181,
TEC-CO-10002232,"HP Ink, Laser",Technology,Copiers,9182,
TEC-CO-10002240,"Canon Copy Machine, High-Speed",Technology,Copiers,9183,
TEC-CO-10002242,"Brother Fax and Copier, Color",Technology,Copiers,9184,
TEC-CO-10002244,"Sharp Ink, Laser",Technology,Copiers,9185,
TEC-CO-10002269,"Brother Ink, Color",Technology,Copiers,9186,
TEC-CO-10002271,"Sharp Fax Machine, Laser",Technology,Copiers,9187,
TEC-CO-10002283,"Brother Copy Machine, Color",Technology,Copiers,9188,
TEC-CO-10002284,"Hewlett Copy Machine, Color",Technology,Copiers,9189,
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,9190,
TEC-CO-10002316,"Brother Personal Copier, Laser",Technology,Copiers,9191,
TEC-CO-10002323,"Brother Copy Machine, Color",Technology,Copiers,9192,
TEC-CO-10002326,"Canon Copy Machine, Color",Technology,Copiers,9193,
TEC-CO-10002350,"Canon Wireless Fax, Digital",Technology,Copiers,9194,
TEC-CO-10002376,"Hewlett Fax Machine, Laser",Technology,Copiers,9195,
TEC-CO-10002379,"Canon Copy Machine, Digital",Technology,Copiers,9196,
TEC-CO-10002380,"Canon Fax and Copier, High-Speed",Technology,Copiers,9197,
TEC-CO-10002381,"Brother Personal Copier, High-Speed",Technology,Copiers,9198,
TEC-CO-10002404,"HP Fax Machine, Color",Technology,Copiers,9199,
TEC-CO-10002423,"Canon Personal Copier, High-Speed",Technology,Copiers,9200,
TEC-CO-10002427,"Canon Copy Machine, Laser",Technology,Copiers,9201,
TEC-CO-10002434,"Canon Fax and Copier, Laser",Technology,Copiers,9202,
TEC-CO-10002465,"HP Copy Machine, Color",Technology,Copiers,9203,
TEC-CO-10002466,"Brother Personal Copier, High-Speed",Technology,Copiers,9204,
TEC-CO-10002467,"Sharp Personal Copier, Laser",Technology,Copiers,9205,
TEC-CO-10002493,"Hewlett Personal Copier, Color",Technology,Copiers,9206,
TEC-CO-10002504,"Brother Copy Machine, Laser",Technology,Copiers,9207,
TEC-CO-10002523,"Hewlett Personal Copier, Laser",Technology,Copiers,9208,
TEC-CO-10002526,"Sharp Wireless Fax, Digital",Technology,Copiers,9209,
TEC-CO-10002538,"Brother Fax and Copier, Color",Technology,Copiers,9210,
TEC-CO-10002550,"Sharp Ink, Digital",Technology,Copiers,9211,
TEC-CO-10002567,"Hewlett Fax and Copier, Laser",Technology,Copiers,9212,
TEC-CO-10002571,"Hewlett Personal Copier, Digital",Technology,Copiers,9213,
TEC-CO-10002578,"Canon Copy Machine, Laser",Technology,Copiers,9214,
TEC-CO-10002583,"Canon Fax and Copier, Color",Technology,Copiers,9215,
TEC-CO-10002586,"Brother Ink, Color",Technology,Copiers,9216,
TEC-CO-10002587,"Sharp Fax and Copier, Laser",Technology,Copiers,9217,
TEC-CO-10002601,"Brother Fax and Copier, Digital",Technology,Copiers,9218,
TEC-CO-10002617,"Brother Fax Machine, High-Speed",Technology,Copiers,9219,
TEC-CO-10002657,"Canon Copy Machine, High-Speed",Technology,Copiers,9220,
TEC-CO-10002658,"Hewlett Ink, Laser",Technology,Copiers,9221,
TEC-CO-10002659,"Sharp Fax Machine, Color",Technology,Copiers,9222,
TEC-CO-10002663,"Sharp Wireless Fax, Laser",Technology,Copiers,9223,
TEC-CO-10002673,"Brother Fax and Copier, Laser",Technology,Copiers,9224,
TEC-CO-10002674,"Sharp Fax and Copier, High-Speed",Technology,Copiers,9225,
TEC-CO-10002678,"Brother Wireless Fax, High-Speed",Technology,Copiers,9226,
TEC-CO-10002681,"HP Personal Copier, Digital",Technology,Copiers,9227,
TEC-CO-10002686,"Hewlett Fax Machine, Laser",Technology,Copiers,9228,
TEC-CO-10002696,"Hewlett Personal Copier, Color",Technology,Copiers,9229,
TEC-CO-10002697,"Brother Wireless Fax, High-Speed",Technology,Copiers,9230,
TEC-CO-10002700,"Hewlett Fax and Copier, Digital",Technology,Copiers,9231,
TEC-CO-10002759,"HP Copy Machine, Laser",Technology,Copiers,9232,
TEC-CO-10002768,"Sharp Fax Machine, High-Speed",Technology,Copiers,9233,
TEC-CO-10002769,"HP Fax Machine, Digital",Technology,Copiers,9234,
TEC-CO-10002788,"Hewlett Personal Copier, Digital",Technology,Copiers,9235,
TEC-CO-10002796,"Canon Wireless Fax, Color",Technology,Copiers,9236,
TEC-CO-10002812,"Canon Ink, Color",Technology,Copiers,9237,
TEC-CO-10002817,"Sharp Fax and Copier, Digital",Technology,Copiers,9238,
TEC-CO-10002857,"Sharp Fax and Copier, Color",Technology,Copiers,9239,
TEC-CO-10002872,"Canon Ink, Color",Technology,Copiers,9240,
TEC-CO-10002911,"Hewlett Wireless Fax, Laser",Technology,Copiers,9241,
TEC-CO-10002916,"Hewlett Ink, Color",Technology,Copiers,9242,
TEC-CO-10002937,"Canon Ink, High-Speed",Technology,Copiers,9243,
TEC-CO-10002962,"Sharp Wireless Fax, Color",Technology,Copiers,9244,
TEC-CO-10002981,"HP Wireless Fax, High-Speed",Technology,Copiers,9245,
TEC-CO-10002998,"Sharp Ink, Laser",Technology,Copiers,9246,
TEC-CO-10003002,"Canon Personal Copier, Digital",Technology,Copiers,9247,
TEC-CO-10003007,"Hewlett Fax and Copier, Color",Technology,Copiers,9248,
TEC-CO-10003017,"Sharp Ink, Laser",Technology,Copiers,9249,
TEC-CO-10003019,"Brother Fax Machine, High-Speed",Technology,Copiers,9250,
TEC-CO-10003048,"Hewlett Wireless Fax, Color",Technology,Copiers,9251,
TEC-CO-10003083,"HP Fax Machine, High-Speed",Technology,Copiers,9252,
TEC-CO-10003087,"Canon Wireless Fax, Laser",Technology,Copiers,9253,
TEC-CO-10003102,"Canon Copy Machine, Color",Technology,Copiers,9254,
TEC-CO-10003113,"Hewlett Fax Machine, Color",Technology,Copiers,9255,
TEC-CO-10003124,"Canon Ink, Laser",Technology,Copiers,9256,
TEC-CO-10003135,"Canon Fax and Copier, High-Speed",Technology,Copiers,9257,
TEC-CO-10003142,"Hewlett Fax and Copier, Laser",Technology,Copiers,9258,
TEC-CO-10003158,"Sharp Wireless Fax, Laser",Technology,Copiers,9259,
TEC-CO-10003160,"Brother Wireless Fax, Laser",Technology,Copiers,9260,
TEC-CO-10003166,"Canon Fax Machine, Color",Technology,Copiers,9261,
TEC-CO-10003204,"HP Fax and Copier, High-Speed",Technology,Copiers,9262,
TEC-CO-10003212,"HP Copy Machine, High-Speed",Technology,Copiers,9263,
TEC-CO-10003217,"Canon Wireless Fax, Laser",Technology,Copiers,9264,
TEC-CO-10003226,"Canon Fax Machine, Laser",Technology,Copiers,9265,
TEC-CO-10003228,"Hewlett Copy Machine, Laser",Technology,Copiers,9266,
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,9267,
TEC-CO-10003250,"Brother Personal Copier, Digital",Technology,Copiers,9268,
TEC-CO-10003262,"HP Wireless Fax, Laser",Technology,Copiers,9269,
TEC-CO-10003268,"HP Fax and Copier, Color",Technology,Copiers,9270,
TEC-CO-10003298,"Hewlett Wireless Fax, Digital",Technology,Copiers,9271,
TEC-CO-10003307,"Hewlett Fax and Copier, Digital",Technology,Copiers,9272,
TEC-CO-10003318,"Hewlett Ink, Digital",Technology,Copiers,9273,
TEC-CO-10003342,"Canon Fax Machine, High-Speed",Technology,Copiers,9274,
TEC-CO-10003342,"Canon Wireless Fax, High-Speed",Technology,Copiers,9275,
TEC-CO-10003346,"Brother Wireless Fax, Digital",Technology,Copiers,9276,
TEC-CO-10003349,"Hewlett Copy Machine, Color",Technology,Copiers,9277,
TEC-CO-10003353,"HP Personal Copier, High-Speed",Technology,Copiers,9278,
TEC-CO-10003354,"Brother Fax Machine, Laser",Technology,Copiers,9279,
TEC-CO-10003362,"Sharp Fax and Copier, High-Speed",Technology,Copiers,9280,
TEC-CO-10003370,"HP Ink, Color",Technology,Copiers,9281,
TEC-CO-10003393,"Sharp Personal Copier, Digital",Technology,Copiers,9282,
TEC-CO-10003406,"HP Fax and Copier, Laser",Technology,Copiers,9283,
TEC-CO-10003410,"Brother Ink, High-Speed",Technology,Copiers,9284,
TEC-CO-10003420,"Sharp Wireless Fax, High-Speed",Technology,Copiers,9285,
TEC-CO-10003448,"Canon Personal Copier, Laser",Technology,Copiers,9286,
TEC-CO-10003448,"Canon Ink, Laser",Technology,Copiers,9287,
TEC-CO-10003471,"Hewlett Fax and Copier, Color",Technology,Copiers,9288,
TEC-CO-10003474,"Brother Personal Copier, Digital",Technology,Copiers,9289,
TEC-CO-10003496,"Brother Wireless Fax, Digital",Technology,Copiers,9290,
TEC-CO-10003506,"HP Fax Machine, Laser",Technology,Copiers,9291,
TEC-CO-10003516,"Sharp Ink, High-Speed",Technology,Copiers,9292,
TEC-CO-10003522,"Sharp Personal Copier, High-Speed",Technology,Copiers,9293,
TEC-CO-10003523,"Brother Wireless Fax, High-Speed",Technology,Copiers,9294,
TEC-CO-10003525,"Sharp Ink, Color",Technology,Copiers,9295,
TEC-CO-10003534,"HP Fax and Copier, Digital",Technology,Copiers,9296,
TEC-CO-10003541,"HP Copy Machine, Color",Technology,Copiers,9297,
TEC-CO-10003561,"Sharp Copy Machine, Color",Technology,Copiers,9298,
TEC-CO-10003568,"HP Copy Machine, Color",Technology,Copiers,9299,
