Date,Year,Month,MonthNumber,Quarter,MonthYear,MonthYearSort
6-Oct-13,2013,October,10,Q4,Oct-13,201310
7-Oct-13,2013,October,10,Q4,Oct-13,201310
8-Oct-13,2013,October,10,Q4,Oct-13,201310
9-Oct-13,2013,October,10,Q4,Oct-13,201310
10-Oct-13,2013,October,10,Q4,Oct-13,201310
11-Oct-13,2013,October,10,Q4,Oct-13,201310
12-Oct-13,2013,October,10,Q4,Oct-13,201310
13-Oct-13,2013,October,10,Q4,Oct-13,201310
14-Oct-13,2013,October,10,Q4,Oct-13,201310
15-Oct-13,2013,October,10,Q4,Oct-13,201310
16-Oct-13,2013,October,10,Q4,Oct-13,201310
17-Oct-13,2013,October,10,Q4,Oct-13,201310
18-Oct-13,2013,October,10,Q4,Oct-13,201310
19-Oct-13,2013,October,10,Q4,Oct-13,201310
20-Oct-13,2013,October,10,Q4,Oct-13,201310
21-Oct-13,2013,October,10,Q4,Oct-13,201310
22-Oct-13,2013,October,10,Q4,Oct-13,201310
23-Oct-13,2013,October,10,Q4,Oct-13,201310
24-Oct-13,2013,October,10,Q4,Oct-13,201310
25-Oct-13,2013,October,10,Q4,Oct-13,201310
26-Oct-13,2013,October,10,Q4,Oct-13,201310
27-Oct-13,2013,October,10,Q4,Oct-13,201310
28-Oct-13,2013,October,10,Q4,Oct-13,201310
29-Oct-13,2013,October,10,Q4,Oct-13,201310
30-Oct-13,2013,October,10,Q4,Oct-13,201310
31-Oct-13,2013,October,10,Q4,Oct-13,201310
1-Nov-13,2013,November,11,Q4,Nov-13,201311
2-Nov-13,2013,November,11,Q4,Nov-13,201311
3-Nov-13,2013,November,11,Q4,Nov-13,201311
4-Nov-13,2013,November,11,Q4,Nov-13,201311
5-Nov-13,2013,November,11,Q4,Nov-13,201311
6-Nov-13,2013,November,11,Q4,Nov-13,201311
7-Nov-13,2013,November,11,Q4,Nov-13,201311
8-Nov-13,2013,November,11,Q4,Nov-13,201311
9-Nov-13,2013,November,11,Q4,Nov-13,201311
10-Nov-13,2013,November,11,Q4,Nov-13,201311
11-Nov-13,2013,November,11,Q4,Nov-13,201311
12-Nov-13,2013,November,11,Q4,Nov-13,201311
13-Nov-13,2013,November,11,Q4,Nov-13,201311
14-Nov-13,2013,November,11,Q4,Nov-13,201311
15-Nov-13,2013,November,11,Q4,Nov-13,201311
16-Nov-13,2013,November,11,Q4,Nov-13,201311
17-Nov-13,2013,November,11,Q4,Nov-13,201311
18-Nov-13,2013,November,11,Q4,Nov-13,201311
19-Nov-13,2013,November,11,Q4,Nov-13,201311
20-Nov-13,2013,November,11,Q4,Nov-13,201311
21-Nov-13,2013,November,11,Q4,Nov-13,201311
22-Nov-13,2013,November,11,Q4,Nov-13,201311
23-Nov-13,2013,November,11,Q4,Nov-13,201311
24-Nov-13,2013,November,11,Q4,Nov-13,201311
25-Nov-13,2013,November,11,Q4,Nov-13,201311
26-Nov-13,2013,November,11,Q4,Nov-13,201311
27-Nov-13,2013,November,11,Q4,Nov-13,201311
28-Nov-13,2013,November,11,Q4,Nov-13,201311
29-Nov-13,2013,November,11,Q4,Nov-13,201311
30-Nov-13,2013,November,11,Q4,Nov-13,201311
1-Dec-13,2013,December,12,Q4,Dec-13,201312
2-Dec-13,2013,December,12,Q4,Dec-13,201312
3-Dec-13,2013,December,12,Q4,Dec-13,201312
4-Dec-13,2013,December,12,Q4,Dec-13,201312
5-Dec-13,2013,December,12,Q4,Dec-13,201312
6-Dec-13,2013,December,12,Q4,Dec-13,201312
7-Dec-13,2013,December,12,Q4,Dec-13,201312
8-Dec-13,2013,December,12,Q4,Dec-13,201312
9-Dec-13,2013,December,12,Q4,Dec-13,201312
10-Dec-13,2013,December,12,Q4,Dec-13,201312
11-Dec-13,2013,December,12,Q4,Dec-13,201312
12-Dec-13,2013,December,12,Q4,Dec-13,201312
13-Dec-13,2013,December,12,Q4,Dec-13,201312
14-Dec-13,2013,December,12,Q4,Dec-13,201312
15-Dec-13,2013,December,12,Q4,Dec-13,201312
16-Dec-13,2013,December,12,Q4,Dec-13,201312
17-Dec-13,2013,December,12,Q4,Dec-13,201312
18-Dec-13,2013,December,12,Q4,Dec-13,201312
19-Dec-13,2013,December,12,Q4,Dec-13,201312
20-Dec-13,2013,December,12,Q4,Dec-13,201312
21-Dec-13,2013,December,12,Q4,Dec-13,201312
22-Dec-13,2013,December,12,Q4,Dec-13,201312
23-Dec-13,2013,December,12,Q4,Dec-13,201312
24-Dec-13,2013,December,12,Q4,Dec-13,201312
25-Dec-13,2013,December,12,Q4,Dec-13,201312
26-Dec-13,2013,December,12,Q4,Dec-13,201312
27-Dec-13,2013,December,12,Q4,Dec-13,201312
28-Dec-13,2013,December,12,Q4,Dec-13,201312
29-Dec-13,2013,December,12,Q4,Dec-13,201312
30-Dec-13,2013,December,12,Q4,Dec-13,201312
31-Dec-13,2013,December,12,Q4,Dec-13,201312
1-Jan-14,2014,January,1,Q1,Jan-14,201401
2-Jan-14,2014,January,1,Q1,Jan-14,201401
3-Jan-14,2014,January,1,Q1,Jan-14,201401
4-Jan-14,2014,January,1,Q1,Jan-14,201401
5-Jan-14,2014,January,1,Q1,Jan-14,201401
6-Jan-14,2014,January,1,Q1,Jan-14,201401
7-Jan-14,2014,January,1,Q1,Jan-14,201401
8-Jan-14,2014,January,1,Q1,Jan-14,201401
9-Jan-14,2014,January,1,Q1,Jan-14,201401
10-Jan-14,2014,January,1,Q1,Jan-14,201401
11-Jan-14,2014,January,1,Q1,Jan-14,201401
12-Jan-14,2014,January,1,Q1,Jan-14,201401
13-Jan-14,2014,January,1,Q1,Jan-14,201401
14-Jan-14,2014,January,1,Q1,Jan-14,201401
15-Jan-14,2014,January,1,Q1,Jan-14,201401
16-Jan-14,2014,January,1,Q1,Jan-14,201401
17-Jan-14,2014,January,1,Q1,Jan-14,201401
18-Jan-14,2014,January,1,Q1,Jan-14,201401
19-Jan-14,2014,January,1,Q1,Jan-14,201401
20-Jan-14,2014,January,1,Q1,Jan-14,201401
21-Jan-14,2014,January,1,Q1,Jan-14,201401
22-Jan-14,2014,January,1,Q1,Jan-14,201401
23-Jan-14,2014,January,1,Q1,Jan-14,201401
24-Jan-14,2014,January,1,Q1,Jan-14,201401
25-Jan-14,2014,January,1,Q1,Jan-14,201401
26-Jan-14,2014,January,1,Q1,Jan-14,201401
27-Jan-14,2014,January,1,Q1,Jan-14,201401
28-Jan-14,2014,January,1,Q1,Jan-14,201401
29-Jan-14,2014,January,1,Q1,Jan-14,201401
30-Jan-14,2014,January,1,Q1,Jan-14,201401
31-Jan-14,2014,January,1,Q1,Jan-14,201401
1-Feb-14,2014,February,2,Q1,Feb-14,201402
2-Feb-14,2014,February,2,Q1,Feb-14,201402
3-Feb-14,2014,February,2,Q1,Feb-14,201402
4-Feb-14,2014,February,2,Q1,Feb-14,201402
5-Feb-14,2014,February,2,Q1,Feb-14,201402
6-Feb-14,2014,February,2,Q1,Feb-14,201402
7-Feb-14,2014,February,2,Q1,Feb-14,201402
8-Feb-14,2014,February,2,Q1,Feb-14,201402
9-Feb-14,2014,February,2,Q1,Feb-14,201402
10-Feb-14,2014,February,2,Q1,Feb-14,201402
11-Feb-14,2014,February,2,Q1,Feb-14,201402
12-Feb-14,2014,February,2,Q1,Feb-14,201402
13-Feb-14,2014,February,2,Q1,Feb-14,201402
14-Feb-14,2014,February,2,Q1,Feb-14,201402
15-Feb-14,2014,February,2,Q1,Feb-14,201402
16-Feb-14,2014,February,2,Q1,Feb-14,201402
17-Feb-14,2014,February,2,Q1,Feb-14,201402
18-Feb-14,2014,February,2,Q1,Feb-14,201402
19-Feb-14,2014,February,2,Q1,Feb-14,201402
20-Feb-14,2014,February,2,Q1,Feb-14,201402
21-Feb-14,2014,February,2,Q1,Feb-14,201402
22-Feb-14,2014,February,2,Q1,Feb-14,201402
23-Feb-14,2014,February,2,Q1,Feb-14,201402
24-Feb-14,2014,February,2,Q1,Feb-14,201402
25-Feb-14,2014,February,2,Q1,Feb-14,201402
26-Feb-14,2014,February,2,Q1,Feb-14,201402
27-Feb-14,2014,February,2,Q1,Feb-14,201402
28-Feb-14,2014,February,2,Q1,Feb-14,201402
1-Mar-14,2014,March,3,Q1,Mar-14,201403
2-Mar-14,2014,March,3,Q1,Mar-14,201403
3-Mar-14,2014,March,3,Q1,Mar-14,201403
4-Mar-14,2014,March,3,Q1,Mar-14,201403
5-Mar-14,2014,March,3,Q1,Mar-14,201403
6-Mar-14,2014,March,3,Q1,Mar-14,201403
7-Mar-14,2014,March,3,Q1,Mar-14,201403
8-Mar-14,2014,March,3,Q1,Mar-14,201403
9-Mar-14,2014,March,3,Q1,Mar-14,201403
10-Mar-14,2014,March,3,Q1,Mar-14,201403
11-Mar-14,2014,March,3,Q1,Mar-14,201403
12-Mar-14,2014,March,3,Q1,Mar-14,201403
13-Mar-14,2014,March,3,Q1,Mar-14,201403
14-Mar-14,2014,March,3,Q1,Mar-14,201403
15-Mar-14,2014,March,3,Q1,Mar-14,201403
16-Mar-14,2014,March,3,Q1,Mar-14,201403
17-Mar-14,2014,March,3,Q1,Mar-14,201403
18-Mar-14,2014,March,3,Q1,Mar-14,201403
19-Mar-14,2014,March,3,Q1,Mar-14,201403
20-Mar-14,2014,March,3,Q1,Mar-14,201403
21-Mar-14,2014,March,3,Q1,Mar-14,201403
22-Mar-14,2014,March,3,Q1,Mar-14,201403
23-Mar-14,2014,March,3,Q1,Mar-14,201403
24-Mar-14,2014,March,3,Q1,Mar-14,201403
25-Mar-14,2014,March,3,Q1,Mar-14,201403
26-Mar-14,2014,March,3,Q1,Mar-14,201403
27-Mar-14,2014,March,3,Q1,Mar-14,201403
28-Mar-14,2014,March,3,Q1,Mar-14,201403
29-Mar-14,2014,March,3,Q1,Mar-14,201403
30-Mar-14,2014,March,3,Q1,Mar-14,201403
31-Mar-14,2014,March,3,Q1,Mar-14,201403
1-Apr-14,2014,April,4,Q2,Apr-14,201404
2-Apr-14,2014,April,4,Q2,Apr-14,201404
3-Apr-14,2014,April,4,Q2,Apr-14,201404
4-Apr-14,2014,April,4,Q2,Apr-14,201404
5-Apr-14,2014,April,4,Q2,Apr-14,201404
6-Apr-14,2014,April,4,Q2,Apr-14,201404
7-Apr-14,2014,April,4,Q2,Apr-14,201404
8-Apr-14,2014,April,4,Q2,Apr-14,201404
9-Apr-14,2014,April,4,Q2,Apr-14,201404
10-Apr-14,2014,April,4,Q2,Apr-14,201404
11-Apr-14,2014,April,4,Q2,Apr-14,201404
12-Apr-14,2014,April,4,Q2,Apr-14,201404
13-Apr-14,2014,April,4,Q2,Apr-14,201404
14-Apr-14,2014,April,4,Q2,Apr-14,201404
15-Apr-14,2014,April,4,Q2,Apr-14,201404
16-Apr-14,2014,April,4,Q2,Apr-14,201404
17-Apr-14,2014,April,4,Q2,Apr-14,201404
18-Apr-14,2014,April,4,Q2,Apr-14,201404
19-Apr-14,2014,April,4,Q2,Apr-14,201404
20-Apr-14,2014,April,4,Q2,Apr-14,201404
21-Apr-14,2014,April,4,Q2,Apr-14,201404
22-Apr-14,2014,April,4,Q2,Apr-14,201404
23-Apr-14,2014,April,4,Q2,Apr-14,201404
24-Apr-14,2014,April,4,Q2,Apr-14,201404
25-Apr-14,2014,April,4,Q2,Apr-14,201404
26-Apr-14,2014,April,4,Q2,Apr-14,201404
27-Apr-14,2014,April,4,Q2,Apr-14,201404
28-Apr-14,2014,April,4,Q2,Apr-14,201404
29-Apr-14,2014,April,4,Q2,Apr-14,201404
30-Apr-14,2014,April,4,Q2,Apr-14,201404
1-May-14,2014,May,5,Q2,May-14,201405
2-May-14,2014,May,5,Q2,May-14,201405
3-May-14,2014,May,5,Q2,May-14,201405
4-May-14,2014,May,5,Q2,May-14,201405
5-May-14,2014,May,5,Q2,May-14,201405
6-May-14,2014,May,5,Q2,May-14,201405
7-May-14,2014,May,5,Q2,May-14,201405
8-May-14,2014,May,5,Q2,May-14,201405
9-May-14,2014,May,5,Q2,May-14,201405
10-May-14,2014,May,5,Q2,May-14,201405
11-May-14,2014,May,5,Q2,May-14,201405
12-May-14,2014,May,5,Q2,May-14,201405
13-May-14,2014,May,5,Q2,May-14,201405
14-May-14,2014,May,5,Q2,May-14,201405
15-May-14,2014,May,5,Q2,May-14,201405
16-May-14,2014,May,5,Q2,May-14,201405
17-May-14,2014,May,5,Q2,May-14,201405
18-May-14,2014,May,5,Q2,May-14,201405
19-May-14,2014,May,5,Q2,May-14,201405
20-May-14,2014,May,5,Q2,May-14,201405
21-May-14,2014,May,5,Q2,May-14,201405
22-May-14,2014,May,5,Q2,May-14,201405
23-May-14,2014,May,5,Q2,May-14,201405
24-May-14,2014,May,5,Q2,May-14,201405
25-May-14,2014,May,5,Q2,May-14,201405
26-May-14,2014,May,5,Q2,May-14,201405
27-May-14,2014,May,5,Q2,May-14,201405
28-May-14,2014,May,5,Q2,May-14,201405
29-May-14,2014,May,5,Q2,May-14,201405
30-May-14,2014,May,5,Q2,May-14,201405
31-May-14,2014,May,5,Q2,May-14,201405
1-Jun-14,2014,June,6,Q2,Jun-14,201406
2-Jun-14,2014,June,6,Q2,Jun-14,201406
3-Jun-14,2014,June,6,Q2,Jun-14,201406
4-Jun-14,2014,June,6,Q2,Jun-14,201406
5-Jun-14,2014,June,6,Q2,Jun-14,201406
6-Jun-14,2014,June,6,Q2,Jun-14,201406
7-Jun-14,2014,June,6,Q2,Jun-14,201406
8-Jun-14,2014,June,6,Q2,Jun-14,201406
9-Jun-14,2014,June,6,Q2,Jun-14,201406
10-Jun-14,2014,June,6,Q2,Jun-14,201406
11-Jun-14,2014,June,6,Q2,Jun-14,201406
12-Jun-14,2014,June,6,Q2,Jun-14,201406
13-Jun-14,2014,June,6,Q2,Jun-14,201406
14-Jun-14,2014,June,6,Q2,Jun-14,201406
15-Jun-14,2014,June,6,Q2,Jun-14,201406
16-Jun-14,2014,June,6,Q2,Jun-14,201406
17-Jun-14,2014,June,6,Q2,Jun-14,201406
18-Jun-14,2014,June,6,Q2,Jun-14,201406
19-Jun-14,2014,June,6,Q2,Jun-14,201406
20-Jun-14,2014,June,6,Q2,Jun-14,201406
21-Jun-14,2014,June,6,Q2,Jun-14,201406
22-Jun-14,2014,June,6,Q2,Jun-14,201406
23-Jun-14,2014,June,6,Q2,Jun-14,201406
24-Jun-14,2014,June,6,Q2,Jun-14,201406
25-Jun-14,2014,June,6,Q2,Jun-14,201406
26-Jun-14,2014,June,6,Q2,Jun-14,201406
27-Jun-14,2014,June,6,Q2,Jun-14,201406
28-Jun-14,2014,June,6,Q2,Jun-14,201406
29-Jun-14,2014,June,6,Q2,Jun-14,201406
30-Jun-14,2014,June,6,Q2,Jun-14,201406
1-Jul-14,2014,July,7,Q3,Jul-14,201407
2-Jul-14,2014,July,7,Q3,Jul-14,201407
3-Jul-14,2014,July,7,Q3,Jul-14,201407
4-Jul-14,2014,July,7,Q3,Jul-14,201407
5-Jul-14,2014,July,7,Q3,Jul-14,201407
6-Jul-14,2014,July,7,Q3,Jul-14,201407
7-Jul-14,2014,July,7,Q3,Jul-14,201407
8-Jul-14,2014,July,7,Q3,Jul-14,201407
9-Jul-14,2014,July,7,Q3,Jul-14,201407
10-Jul-14,2014,July,7,Q3,Jul-14,201407
11-Jul-14,2014,July,7,Q3,Jul-14,201407
12-Jul-14,2014,July,7,Q3,Jul-14,201407
13-Jul-14,2014,July,7,Q3,Jul-14,201407
14-Jul-14,2014,July,7,Q3,Jul-14,201407
15-Jul-14,2014,July,7,Q3,Jul-14,201407
16-Jul-14,2014,July,7,Q3,Jul-14,201407
17-Jul-14,2014,July,7,Q3,Jul-14,201407
18-Jul-14,2014,July,7,Q3,Jul-14,201407
19-Jul-14,2014,July,7,Q3,Jul-14,201407
20-Jul-14,2014,July,7,Q3,Jul-14,201407
21-Jul-14,2014,July,7,Q3,Jul-14,201407
22-Jul-14,2014,July,7,Q3,Jul-14,201407
23-Jul-14,2014,July,7,Q3,Jul-14,201407
24-Jul-14,2014,July,7,Q3,Jul-14,201407
25-Jul-14,2014,July,7,Q3,Jul-14,201407
26-Jul-14,2014,July,7,Q3,Jul-14,201407
27-Jul-14,2014,July,7,Q3,Jul-14,201407
28-Jul-14,2014,July,7,Q3,Jul-14,201407
29-Jul-14,2014,July,7,Q3,Jul-14,201407
30-Jul-14,2014,July,7,Q3,Jul-14,201407
31-Jul-14,2014,July,7,Q3,Jul-14,201407
1-Aug-14,2014,August,8,Q3,Aug-14,201408
2-Aug-14,2014,August,8,Q3,Aug-14,201408
3-Aug-14,2014,August,8,Q3,Aug-14,201408
4-Aug-14,2014,August,8,Q3,Aug-14,201408
5-Aug-14,2014,August,8,Q3,Aug-14,201408
6-Aug-14,2014,August,8,Q3,Aug-14,201408
7-Aug-14,2014,August,8,Q3,Aug-14,201408
8-Aug-14,2014,August,8,Q3,Aug-14,201408
9-Aug-14,2014,August,8,Q3,Aug-14,201408
10-Aug-14,2014,August,8,Q3,Aug-14,201408
11-Aug-14,2014,August,8,Q3,Aug-14,201408
12-Aug-14,2014,August,8,Q3,Aug-14,201408
13-Aug-14,2014,August,8,Q3,Aug-14,201408
14-Aug-14,2014,August,8,Q3,Aug-14,201408
15-Aug-14,2014,August,8,Q3,Aug-14,201408
16-Aug-14,2014,August,8,Q3,Aug-14,201408
17-Aug-14,2014,August,8,Q3,Aug-14,201408
18-Aug-14,2014,August,8,Q3,Aug-14,201408
19-Aug-14,2014,August,8,Q3,Aug-14,201408
20-Aug-14,2014,August,8,Q3,Aug-14,201408
21-Aug-14,2014,August,8,Q3,Aug-14,201408
22-Aug-14,2014,August,8,Q3,Aug-14,201408
23-Aug-14,2014,August,8,Q3,Aug-14,201408
24-Aug-14,2014,August,8,Q3,Aug-14,201408
25-Aug-14,2014,August,8,Q3,Aug-14,201408
26-Aug-14,2014,August,8,Q3,Aug-14,201408
27-Aug-14,2014,August,8,Q3,Aug-14,201408
28-Aug-14,2014,August,8,Q3,Aug-14,201408
29-Aug-14,2014,August,8,Q3,Aug-14,201408
30-Aug-14,2014,August,8,Q3,Aug-14,201408
31-Aug-14,2014,August,8,Q3,Aug-14,201408
1-Sep-14,2014,September,9,Q3,Sep-14,201409
2-Sep-14,2014,September,9,Q3,Sep-14,201409
3-Sep-14,2014,September,9,Q3,Sep-14,201409
4-Sep-14,2014,September,9,Q3,Sep-14,201409
5-Sep-14,2014,September,9,Q3,Sep-14,201409
6-Sep-14,2014,September,9,Q3,Sep-14,201409
7-Sep-14,2014,September,9,Q3,Sep-14,201409
8-Sep-14,2014,September,9,Q3,Sep-14,201409
9-Sep-14,2014,September,9,Q3,Sep-14,201409
10-Sep-14,2014,September,9,Q3,Sep-14,201409
11-Sep-14,2014,September,9,Q3,Sep-14,201409
12-Sep-14,2014,September,9,Q3,Sep-14,201409
13-Sep-14,2014,September,9,Q3,Sep-14,201409
14-Sep-14,2014,September,9,Q3,Sep-14,201409
15-Sep-14,2014,September,9,Q3,Sep-14,201409
16-Sep-14,2014,September,9,Q3,Sep-14,201409
17-Sep-14,2014,September,9,Q3,Sep-14,201409
18-Sep-14,2014,September,9,Q3,Sep-14,201409
19-Sep-14,2014,September,9,Q3,Sep-14,201409
20-Sep-14,2014,September,9,Q3,Sep-14,201409
21-Sep-14,2014,September,9,Q3,Sep-14,201409
22-Sep-14,2014,September,9,Q3,Sep-14,201409
23-Sep-14,2014,September,9,Q3,Sep-14,201409
24-Sep-14,2014,September,9,Q3,Sep-14,201409
25-Sep-14,2014,September,9,Q3,Sep-14,201409
26-Sep-14,2014,September,9,Q3,Sep-14,201409
27-Sep-14,2014,September,9,Q3,Sep-14,201409
28-Sep-14,2014,September,9,Q3,Sep-14,201409
29-Sep-14,2014,September,9,Q3,Sep-14,201409
30-Sep-14,2014,September,9,Q3,Sep-14,201409
1-Oct-14,2014,October,10,Q4,Oct-14,201410
2-Oct-14,2014,October,10,Q4,Oct-14,201410
3-Oct-14,2014,October,10,Q4,Oct-14,201410
4-Oct-14,2014,October,10,Q4,Oct-14,201410
5-Oct-14,2014,October,10,Q4,Oct-14,201410
6-Oct-14,2014,October,10,Q4,Oct-14,201410
7-Oct-14,2014,October,10,Q4,Oct-14,201410
8-Oct-14,2014,October,10,Q4,Oct-14,201410
9-Oct-14,2014,October,10,Q4,Oct-14,201410
10-Oct-14,2014,October,10,Q4,Oct-14,201410
11-Oct-14,2014,October,10,Q4,Oct-14,201410
12-Oct-14,2014,October,10,Q4,Oct-14,201410
13-Oct-14,2014,October,10,Q4,Oct-14,201410
14-Oct-14,2014,October,10,Q4,Oct-14,201410
15-Oct-14,2014,October,10,Q4,Oct-14,201410
16-Oct-14,2014,October,10,Q4,Oct-14,201410
17-Oct-14,2014,October,10,Q4,Oct-14,201410
18-Oct-14,2014,October,10,Q4,Oct-14,201410
19-Oct-14,2014,October,10,Q4,Oct-14,201410
20-Oct-14,2014,October,10,Q4,Oct-14,201410
21-Oct-14,2014,October,10,Q4,Oct-14,201410
22-Oct-14,2014,October,10,Q4,Oct-14,201410
23-Oct-14,2014,October,10,Q4,Oct-14,201410
24-Oct-14,2014,October,10,Q4,Oct-14,201410
25-Oct-14,2014,October,10,Q4,Oct-14,201410
26-Oct-14,2014,October,10,Q4,Oct-14,201410
27-Oct-14,2014,October,10,Q4,Oct-14,201410
28-Oct-14,2014,October,10,Q4,Oct-14,201410
29-Oct-14,2014,October,10,Q4,Oct-14,201410
30-Oct-14,2014,October,10,Q4,Oct-14,201410
31-Oct-14,2014,October,10,Q4,Oct-14,201410
1-Nov-14,2014,November,11,Q4,Nov-14,201411
2-Nov-14,2014,November,11,Q4,Nov-14,201411
3-Nov-14,2014,November,11,Q4,Nov-14,201411
4-Nov-14,2014,November,11,Q4,Nov-14,201411
5-Nov-14,2014,November,11,Q4,Nov-14,201411
6-Nov-14,2014,November,11,Q4,Nov-14,201411
7-Nov-14,2014,November,11,Q4,Nov-14,201411
8-Nov-14,2014,November,11,Q4,Nov-14,201411
9-Nov-14,2014,November,11,Q4,Nov-14,201411
10-Nov-14,2014,November,11,Q4,Nov-14,201411
11-Nov-14,2014,November,11,Q4,Nov-14,201411
12-Nov-14,2014,November,11,Q4,Nov-14,201411
13-Nov-14,2014,November,11,Q4,Nov-14,201411
14-Nov-14,2014,November,11,Q4,Nov-14,201411
15-Nov-14,2014,November,11,Q4,Nov-14,201411
16-Nov-14,2014,November,11,Q4,Nov-14,201411
17-Nov-14,2014,November,11,Q4,Nov-14,201411
18-Nov-14,2014,November,11,Q4,Nov-14,201411
19-Nov-14,2014,November,11,Q4,Nov-14,201411
20-Nov-14,2014,November,11,Q4,Nov-14,201411
21-Nov-14,2014,November,11,Q4,Nov-14,201411
22-Nov-14,2014,November,11,Q4,Nov-14,201411
23-Nov-14,2014,November,11,Q4,Nov-14,201411
24-Nov-14,2014,November,11,Q4,Nov-14,201411
25-Nov-14,2014,November,11,Q4,Nov-14,201411
26-Nov-14,2014,November,11,Q4,Nov-14,201411
27-Nov-14,2014,November,11,Q4,Nov-14,201411
28-Nov-14,2014,November,11,Q4,Nov-14,201411
29-Nov-14,2014,November,11,Q4,Nov-14,201411
30-Nov-14,2014,November,11,Q4,Nov-14,201411
1-Dec-14,2014,December,12,Q4,Dec-14,201412
2-Dec-14,2014,December,12,Q4,Dec-14,201412
3-Dec-14,2014,December,12,Q4,Dec-14,201412
4-Dec-14,2014,December,12,Q4,Dec-14,201412
5-Dec-14,2014,December,12,Q4,Dec-14,201412
6-Dec-14,2014,December,12,Q4,Dec-14,201412
7-Dec-14,2014,December,12,Q4,Dec-14,201412
8-Dec-14,2014,December,12,Q4,Dec-14,201412
9-Dec-14,2014,December,12,Q4,Dec-14,201412
10-Dec-14,2014,December,12,Q4,Dec-14,201412
11-Dec-14,2014,December,12,Q4,Dec-14,201412
12-Dec-14,2014,December,12,Q4,Dec-14,201412
13-Dec-14,2014,December,12,Q4,Dec-14,201412
14-Dec-14,2014,December,12,Q4,Dec-14,201412
15-Dec-14,2014,December,12,Q4,Dec-14,201412
16-Dec-14,2014,December,12,Q4,Dec-14,201412
17-Dec-14,2014,December,12,Q4,Dec-14,201412
18-Dec-14,2014,December,12,Q4,Dec-14,201412
19-Dec-14,2014,December,12,Q4,Dec-14,201412
20-Dec-14,2014,December,12,Q4,Dec-14,201412
21-Dec-14,2014,December,12,Q4,Dec-14,201412
22-Dec-14,2014,December,12,Q4,Dec-14,201412
23-Dec-14,2014,December,12,Q4,Dec-14,201412
24-Dec-14,2014,December,12,Q4,Dec-14,201412
25-Dec-14,2014,December,12,Q4,Dec-14,201412
26-Dec-14,2014,December,12,Q4,Dec-14,201412
27-Dec-14,2014,December,12,Q4,Dec-14,201412
28-Dec-14,2014,December,12,Q4,Dec-14,201412
29-Dec-14,2014,December,12,Q4,Dec-14,201412
30-Dec-14,2014,December,12,Q4,Dec-14,201412
31-Dec-14,2014,December,12,Q4,Dec-14,201412
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
